"No. Pesanan","Status Pesanan","Alasan Pembatalan","Status Pembatalan/ Pengembalian","No. Resi","Opsi Pengiriman","Antar ke counter/ pick-up","Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan)","Waktu Pengiriman Diatur","Waktu Pesanan Dibuat","Waktu Pembayaran Dilakukan","Metode Pembayaran","SKU Induk","Nama Produk","Nomor Referensi SKU","Nama Variasi","Harga Awal","Harga Setelah Diskon","Jumlah","Returned quantity","Total Harga Produk","Total Diskon","Diskon Dari Penjual","Diskon Dari Shopee","Berat Produk","Jumlah Produk di Pesan","Total Berat","Voucher Ditanggung Penjual","Cashback Koin","Voucher Ditanggung Shopee","Paket Diskon","Paket Diskon (Diskon dari Shopee)","Paket Diskon (Diskon dari Penjual)","Potongan Koin Shopee","Diskon Kartu Kredit","Ongkos Kirim Dibayar oleh Pembeli","Estimasi Potongan Biaya Pengiriman","Ongkos Kirim Pengembalian Barang","Total Pembayaran","Perkiraan Ongkos Kirim","Catatan dari Pembeli","Catatan","Username (Pembeli)","Nama Penerima","No. Telepon","Alamat Pengiriman","Kota/Kabupaten","Provinsi","Waktu Pesanan Selesai"
"2410099W8AX6WP","Selesai","","","JNT5703883848","Reguler","Pick-up","2024-10-11 04:03","2024-10-09 17:03","2024-10-09 02:52","2024-10-09 04:03","SPayLater","CAR-093","Cardigan Wanita Formal Terbaru","CAR-093-Putih-S","Putih, S","367000","318700","3","0","956100","144900","0","0","199","3","597","0","0","0","0","0","0","0","0","5000","0","0","961100","5000","","","user_pwpx7q","Pembeli 1086","6282261468796","Jl. Mawar No. 8, RT 09/RW 01","Bekasi","Jawa Barat","2024-10-12 17:03"
"2403077X6I9CCN","Selesai","","","JNT3360222548","Same Day","Antar ke counter","2024-03-09 11:11","2024-03-08 17:11","2024-03-07 10:48","2024-03-07 11:11","COD","BLO-006","Blouse Wanita Casual Elegan","BLO-006-Coklat-L","Coklat, L","204000","135500","1","0","135500","68500","5000","0","221","1","221","5000","0","0","0","0","0","2000","0","30000","0","0","158500","30000","","","user_rch68h","Pembeli 4015","6287473763141","Jl. Mawar No. 93, RT 04/RW 07","Bekasi","Jawa Barat","2024-03-09 17:11"
"240518ZPRERKFC","Selesai","","","JP6309278027","Same Day","Antar ke counter","2024-05-20 07:38","2024-05-19 12:38","2024-05-18 06:44","2024-05-18 07:38","ShopeePay","SWE-072","Sweater Wanita Casual Murah","SWE-072-Navy-L","Navy, L","65000","59500","5","0","297500","27500","10000","0","375","5","1875","10000","0","0","0","0","0","4755","0","20000","0","0","302745","20000","","","user_c3fyk1","Pembeli 2496","6287331428964","Jl. Mawar No. 16, RT 06/RW 06","Yogyakarta","DI Yogyakarta","2024-05-23 12:38"
"240512NH1CBHF1","Selesai","","","SPX8784544863","Same Day","Pick-up","2024-05-14 21:32","2024-05-13 15:32","2024-05-12 21:15","2024-05-12 21:32","SPayLater","JAK-011","Jaket Wanita Polos Import","JAK-011-Hitam-M","Hitam, M","390000","284500","5","0","1422500","527500","5000","0","167","5","835","5000","0","0","0","0","0","0","0","10000","0","0","1427500","10000","","","user_5nqlqz","Pembeli 1590","6287903958120","Jl. Mawar No. 33, RT 03/RW 03","Jakarta","DKI Jakarta","2024-05-15 15:32"
"240201YKSF3ZSG","Dibatalkan","Waktu pengiriman terlalu lama","Dibatalkan oleh Sistem","","Reguler","Antar ke counter","2024-02-03 13:28","","2024-02-01 12:49","","COD","CRO-024","Crop Top Wanita Slim Fit Import","CRO-024-Lilac-S","Lilac, S","100000","84100","3","0","252300","47700","5000","0","280","3","840","5000","0","0","0","0","0","0","0","0","10000","0","247300","10000","","","user_gnu5r6","Pembeli 4002","6285335506012","Jl. Mawar No. 39, RT 05/RW 02","Semarang","Jawa Tengah",""
"240220X9YEZPUG","Selesai","","","JNT3577794886","Same Day","Pick-up","2024-02-22 23:49","2024-02-22 19:49","2024-02-20 22:27","2024-02-20 23:49","Kartu Kredit","CRO-094","Crop Top Wanita Slim Fit Murah","CRO-094-Mustard-All Size","Mustard, All Size","65000","48500","2","0","97000","33000","0","0","397","2","794","0","0","0","0","0","0","0","0","5000","0","0","102000","5000","","","user_5x598k","Pembeli 1683","6281266667687","Jl. Mawar No. 41, RT 05/RW 04","Bandung","Jawa Barat","2024-02-23 19:49"
"240301MSNMTMUD","Selesai","","","JNT6763095834","Kargo","Antar ke counter","2024-03-03 10:39","2024-03-02 08:39","2024-03-01 09:42","2024-03-01 10:39","SPayLater","SWE-079","Sweater Wanita Korean Style Terbaru","SWE-079-Mustard-L","Mustard, L","354000","313600","2","0","627200","80800","5000","0","258","2","516","5000","0","0","0","0","0","1645","0","0","30000","0","620555","30000","","","user_ckj1em","Pembeli 5694","6282737693881","Jl. Mawar No. 50, RT 01/RW 06","Semarang","Jawa Tengah","2024-03-05 08:39"
"241216HDP7FSAB","Selesai","","","JP2249263852","Reguler","Antar ke counter","2024-12-18 06:47","2024-12-18 03:47","2024-12-16 04:58","2024-12-16 06:47","SPayLater","SWE-097","Sweater Wanita Korean Style Terbaru","SWE-097-Putih-S","Putih, S","335000","229900","1","0","229900","105100","0","0","261","1","261","0","0","0","0","0","0","0","0","0","10000","0","229900","10000","","","user_pmd2q4","Pembeli 2636","6283746048282","Jl. Mawar No. 19, RT 09/RW 04","Bandung","Jawa Barat","2024-12-23 03:47"
"2406215IIWHJPM","Dibatalkan","Ingin mengubah alamat","Dibatalkan oleh Pembeli","","Kargo","Pick-up","2024-06-23 16:20","","2024-06-21 15:43","","ShopeePay","JAK-084","Jaket Wanita Polos Bahan Adem","JAK-084-Lilac-XL","Lilac, XL","105000","97000","1","0","97000","8000","5000","0","260","1","260","5000","0","0","0","0","0","4573","0","25000","0","0","112427","25000","","","user_tnosxl","Pembeli 4421","6283672059296","Jl. Mawar No. 49, RT 03/RW 03","Jakarta","DKI Jakarta",""
"2408081ATBN6SE","Selesai","","","SICEPAT9699135509","Same Day","Antar ke counter","2024-08-10 09:55","2024-08-09 16:55","2024-08-08 08:27","2024-08-08 09:55","Transfer Bank","HIJ-047","Hijab Wanita Formal Bahan Adem","HIJ-047-Maroon-All Size","Maroon, All Size","97000","89200","2","0","178400","15600","0","15000","335","2","670","0","0","15000","0","0","0","0","0","0","20000","0","163400","20000","","","user_hevxpq","Pembeli 3184","6285438914814","Jl. Mawar No. 2, RT 02/RW 03","Makassar","Sulawesi Selatan","2024-08-11 16:55"
"240705DGMS8HW9","Selesai","","","JNT5205348920","Reguler","Antar ke counter","2024-07-07 00:40","2024-07-06 07:40","2024-07-05 00:23","2024-07-05 00:40","Transfer Bank","ROK-029","Rok Mini Wanita Motif Bunga Bahan Adem","ROK-029-Lilac-XL","Lilac, XL","414000","261400","4","0","1045600","610400","0","15000","218","4","872","0","0","15000","0","0","0","0","0","0","20000","0","1030600","20000","","","user_tbo5zu","Pembeli 5110","6288234194440","Jl. Mawar No. 95, RT 06/RW 01","Bekasi","Jawa Barat","2024-07-09 07:40"
"24082517L6BA5B","Selesai","","","JP9201132305","Same Day","Antar ke counter","2024-08-27 15:34","2024-08-27 08:34","2024-08-25 13:59","2024-08-25 15:34","ShopeePay","SET-062","Setelan Wanita Korean Style Terbaru","SET-062-Maroon-L","Maroon, L","329000","273500","5","0","1367500","277500","0","0","272","5","1360","0","0","0","0","0","0","0","0","0","20000","0","1367500","20000","","","user_poks5r","Pembeli 6821","6284047493906","Jl. Mawar No. 77, RT 02/RW 03","Surabaya","Jawa Timur","2024-08-31 08:34"
"240811YK89C2SY","Selesai","","","SPX9446450181","Hemat","Antar ke counter","2024-08-13 16:21","2024-08-13 09:21","2024-08-11 14:52","2024-08-11 16:21","ShopeePay","KAO-082","Kaos Wanita Kekinian Elegan","KAO-082-Sage green-All Size","Sage green, All Size","317000","215400","4","0","861600","406400","10000","15000","152","4","608","10000","0","15000","0","0","0","0","0","0","25000","0","836600","25000","","","user_kytio0","Pembeli 2870","6289209332549","Jl. Mawar No. 1, RT 07/RW 01","Semarang","Jawa Tengah","2024-08-14 09:21"
"2405314JEP4LSV","Dibatalkan","Ingin mengubah alamat","Dibatalkan oleh Pembeli","","Kargo","Antar ke counter","2024-06-02 10:43","","2024-05-31 09:16","","Kartu Kredit","CAR-044","Cardigan Wanita Korean Style Terbaru","CAR-044-Putih-M","Putih, M","392000","360800","1","0","360800","31200","0","0","311","1","311","0","0","0","0","0","0","0","0","0","25000","0","360800","25000","","","user_00tnnc","Pembeli 8466","6284253244253","Jl. Mawar No. 22, RT 08/RW 08","Semarang","Jawa Tengah",""
"240716X50VJ099","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Pembeli","","Same Day","Antar ke counter","2024-07-18 15:04","","2024-07-16 14:47","","Transfer Bank","CRO-008","Crop Top Wanita Vintage Murah","CRO-008-Navy-M","Navy, M","206000","160900","3","0","482700","135300","0","0","304","3","912","0","0","0","0","0","0","0","0","0","15000","0","482700","15000","","","user_6t6iog","Pembeli 1768","6281149473997","Jl. Mawar No. 58, RT 03/RW 05","Yogyakarta","DI Yogyakarta",""
"240316G3Y93BZV","Selesai","","","JNT3156161034","Reguler","Antar ke counter","2024-03-18 23:15","2024-03-18 18:15","2024-03-16 23:08","2024-03-16 23:15","COD","ROK-070","Rok Midi Wanita Korean Style Elegan","ROK-070-Coklat-All Size","Coklat, All Size","348000","247500","2","0","495000","201000","0","15000","294","2","588","0","0","15000","0","0","0","1271","0","0","5000","0","478729","5000","","","user_fv2of6","Pembeli 9002","6283836567112","Jl. Mawar No. 89, RT 03/RW 04","Semarang","Jawa Tengah","2024-03-19 18:15"
"240920JNEF0YDR","Dibatalkan","Waktu pengiriman terlalu lama","Dibatalkan oleh Pembeli","","Hemat","Antar ke counter","2024-09-22 17:36","","2024-09-20 15:59","","Transfer Bank","DRE-086","Dress Wanita Slim Fit Import","DRE-086-Putih-S","Putih, S","379000","321300","1","0","321300","57700","0","0","213","1","213","0","0","0","0","0","0","0","0","15000","0","0","336300","15000","","","user_qoqr7g","Pembeli 9401","6283531378442","Jl. Mawar No. 32, RT 03/RW 04","Jakarta","DKI Jakarta",""
"240712Y2JEDV3L","Selesai","","","SICEPAT1121463841","Reguler","Pick-up","2024-07-14 23:29","2024-07-13 18:29","2024-07-12 22:22","2024-07-12 23:29","COD","JAK-015","Jaket Wanita Formal Murah","JAK-015-Navy-M","Navy, M","389000","251800","1","0","251800","137200","0","15000","389","1","389","0","0","15000","0","0","0","0","0","10000","0","0","246800","10000","","","user_590okm","Pembeli 9247","6281799955741","Jl. Mawar No. 4, RT 05/RW 02","Bandung","Jawa Barat","2024-07-16 18:29"
"2410315SEADDU8","Diproses","","","SPX2548881278","Same Day","Pick-up","2024-11-02 02:27","2024-10-31 14:27","2024-10-31 01:27","2024-10-31 02:27","ShopeePay","ROK-091","Rok Mini Wanita Basic Terbaru","ROK-091-Navy-XL","Navy, XL","270000","215000","1","0","215000","55000","0","0","206","1","206","0","0","0","0","0","0","0","0","0","10000","0","215000","10000","","","user_e3ltdf","Pembeli 7117","6285873580906","Jl. Mawar No. 72, RT 04/RW 01","Bekasi","Jawa Barat",""
"240429MK5DPLOS","Selesai","","","JP7186306641","Same Day","Pick-up","2024-05-01 23:04","2024-04-30 15:04","2024-04-29 21:25","2024-04-29 23:04","SPayLater","OUT-092","Outer Wanita Premium Murah","OUT-092-Mustard-XL","Mustard, XL","186000","146000","4","0","584000","160000","0","0","360","4","1440","0","0","0","0","0","0","0","0","0","20000","0","584000","20000","","","user_2z9zki","Pembeli 6951","6287192040053","Jl. Mawar No. 74, RT 01/RW 09","Bandung","Jawa Barat","2024-05-02 15:04"
"240925IHWKRMFU","Selesai","","","SPX1775289195","Kargo","Antar ke counter","2024-09-27 05:23","2024-09-26 09:23","2024-09-25 04:34","2024-09-25 05:23","Transfer Bank","ROK-000","Rok Mini Wanita Korean Style Murah","ROK-000-Mustard-All Size","Mustard, All Size","155000","136600","2","0","273200","36800","10000","0","207","2","414","10000","0","0","0","0","0","0","0","0","5000","0","263200","5000","","","user_je6fqh","Pembeli 2807","6281217868100","Jl. Mawar No. 85, RT 09/RW 08","Tangerang","Banten","2024-09-30 09:23"
"24120276EXRW64","Selesai","","","SICEPAT8201341597","Kargo","Antar ke counter","2024-12-04 05:46","2024-12-03 18:46","2024-12-02 04:31","2024-12-02 05:46","SPayLater","HIJ-047","Hijab Wanita Formal Bahan Adem","HIJ-047-Lilac-L","Lilac, L","97000","90900","2","0","181800","12200","5000","15000","335","2","670","5000","0","15000","0","0","0","0","0","0","5000","0","161800","5000","","","user_w87szz","Pembeli 6565","6283034751558","Jl. Mawar No. 12, RT 06/RW 05","Medan","Sumatera Utara","2024-12-08 18:46"
"2405252GNG9O25","Selesai","","","SPX0803278755","Hemat","Antar ke counter","2024-05-27 09:25","2024-05-27 02:25","2024-05-25 08:24","2024-05-25 09:25","Transfer Bank","BLO-034","Blouse Wanita Polos Murah","BLO-034-Coklat-L","Coklat, L","280000","176500","2","0","353000","207000","10000","15000","154","2","308","10000","0","15000","0","0","0","2850","0","0","5000","0","325150","5000","","","user_5u7906","Pembeli 7065","6283644134989","Jl. Mawar No. 20, RT 08/RW 01","Bandung","Jawa Barat","2024-05-31 02:25"
"240711Q5QAXNZI","Selesai","","","JNT4059943442","Instant","Pick-up","2024-07-13 21:35","2024-07-13 01:35","2024-07-11 21:18","2024-07-11 21:35","COD","DRE-045","Dress Wanita Formal Terbaru","DRE-045-Beige-XL","Beige, XL","46000","32800","3","0","98400","39600","0","0","370","3","1110","0","0","0","0","0","0","0","0","0","20000","0","98400","20000","","","user_pll7bx","Pembeli 1334","6288384831273","Jl. Mawar No. 26, RT 04/RW 09","Jakarta","DKI Jakarta","2024-07-15 01:35"
"240828QA505U3T","Selesai","","","JNT1529165070","Same Day","Antar ke counter","2024-08-30 12:53","2024-08-29 11:53","2024-08-28 11:29","2024-08-28 12:53","SPayLater","HIJ-025","Hijab Wanita Vintage Terbaru","HIJ-025-Maroon-All Size","Maroon, All Size","86000","53400","1","0","53400","32600","5000","0","189","1","189","5000","0","0","0","0","0","0","0","25000","0","0","73400","25000","","","user_zc4k31","Pembeli 5306","6284239221788","Jl. Mawar No. 48, RT 09/RW 09","Makassar","Sulawesi Selatan","2024-09-02 11:53"
"240628LWCMROE9","Selesai","","","SPX7353691226","Hemat","Antar ke counter","2024-06-30 04:41","2024-06-29 00:41","2024-06-28 04:12","2024-06-28 04:41","COD","SWE-097","Sweater Wanita Korean Style Terbaru","SWE-097-Coklat-All Size","Coklat, All Size","335000","232400","5","0","1162000","513000","10000","0","261","5","1305","10000","0","0","0","0","0","3738","0","0","20000","0","1148262","20000","","","user_0c3tw3","Pembeli 9698","6285586244176","Jl. Mawar No. 67, RT 09/RW 01","Yogyakarta","DI Yogyakarta","2024-07-04 00:41"
"240312VVDRUALU","Selesai","","","JP0220842190","Kargo","Pick-up","2024-03-14 02:05","2024-03-13 02:05","2024-03-12 01:05","2024-03-12 02:05","Transfer Bank","CEL-085","Celana Kulot Wanita Korean Style Murah","CEL-085-Lilac-All Size","Lilac, All Size","216000","197000","2","0","394000","38000","10000","15000","380","2","760","10000","0","15000","0","0","0","4162","0","20000","0","0","384838","20000","","","user_s722e4","Pembeli 4263","6289547534493","Jl. Mawar No. 56, RT 01/RW 05","Depok","Jawa Barat","2024-03-16 02:05"
"24112408WM20US","Selesai","","","SPX0574024813","Hemat","Antar ke counter","2024-11-26 08:10","2024-11-26 00:10","2024-11-24 06:43","2024-11-24 08:10","ShopeePay","DRE-066","Dress Wanita Polos Terbaru","DRE-066-Dusty pink-S","Dusty pink, S","244000","146500","1","0","146500","97500","10000","0","318","1","318","10000","0","0","0","0","0","0","0","5000","0","0","141500","5000","","","user_5a2c1l","Pembeli 9125","6282085552170","Jl. Mawar No. 53, RT 09/RW 06","Semarang","Jawa Tengah","2024-11-30 00:10"
"240913E0VC54X6","Selesai","","","JNT1802421889","Same Day","Antar ke counter","2024-09-15 17:35","2024-09-14 07:35","2024-09-13 17:25","2024-09-13 17:35","ShopeePay","ROK-087","Rok Mini Wanita Slim Fit Bahan Adem","ROK-087-Lilac-S","Lilac, S","238000","162000","4","0","648000","304000","5000","0","399","4","1596","5000","0","0","0","0","0","0","0","15000","0","0","658000","15000","","","user_48gqkx","Pembeli 6281","6284631783569","Jl. Mawar No. 94, RT 04/RW 07","Depok","Jawa Barat","2024-09-15 07:35"
"240705K9AL7TNG","Dibatalkan","Waktu pengiriman terlalu lama","Dibatalkan oleh Sistem","","Hemat","Pick-up","2024-07-07 18:12","","2024-07-05 17:59","","SPayLater","CAR-017","Cardigan Wanita Casual Elegan","CAR-017-Maroon-M","Maroon, M","224000","175000","2","0","350000","98000","10000","0","219","2","438","10000","0","0","0","0","0","0","0","0","10000","0","340000","10000","","","user_ug94md","Pembeli 9064","6283177125073","Jl. Mawar No. 4, RT 06/RW 03","Bandung","Jawa Barat",""
"2410184XF5Q3JS","Selesai","","","JNT4709204563","Reguler","Pick-up","2024-10-20 13:50","2024-10-19 13:50","2024-10-18 13:35","2024-10-18 13:50","ShopeePay","SET-043","Setelan Wanita Korean Style Bahan Adem","SET-043-Beige-M","Beige, M","313000","244200","5","0","1221000","344000","5000","0","208","5","1040","5000","0","0","0","0","0","0","0","0","15000","0","1216000","15000","","","user_g8ap02","Pembeli 3665","6281810473300","Jl. Mawar No. 7, RT 05/RW 03","Yogyakarta","DI Yogyakarta","2024-10-20 13:50"
"2404251ESVQUWJ","Selesai","","","JP9242061003","Instant","Pick-up","2024-04-27 01:10","2024-04-26 09:10","2024-04-25 00:05","2024-04-25 01:10","Kartu Kredit","ROK-087","Rok Mini Wanita Slim Fit Bahan Adem","ROK-087-Maroon-L","Maroon, L","238000","214000","5","0","1070000","120000","5000","0","399","5","1995","5000","0","0","0","0","0","0","0","0","15000","0","1065000","15000","","","user_e5eupm","Pembeli 9513","6286836564507","Jl. Mawar No. 15, RT 08/RW 09","Surabaya","Jawa Timur","2024-05-01 09:10"
"240323O8L5KBTS","Selesai","","","JNT5415040434","Instant","Antar ke counter","2024-03-25 18:22","2024-03-25 18:22","2024-03-23 17:59","2024-03-23 18:22","Transfer Bank","BLO-004","Blouse Wanita Kekinian Import","BLO-004-Coklat-S","Coklat, S","396000","238200","5","0","1191000","789000","0","15000","316","5","1580","0","0","15000","0","0","0","0","0","0","20000","0","1176000","20000","","","user_aha5xe","Pembeli 8546","6284132238028","Jl. Mawar No. 86, RT 05/RW 08","Bandung","Jawa Barat","2024-03-28 18:22"
"2412093SMKLHGX","Diproses","","","SICEPAT1950850655","Same Day","Pick-up","2024-12-11 05:10","2024-12-10 05:10","2024-12-09 05:08","2024-12-09 05:10","COD","SET-052","Setelan Wanita Vintage Import","SET-052-Hitam-L","Hitam, L","128000","102800","1","0","102800","25200","5000","0","198","1","198","5000","0","0","0","0","0","0","0","0","10000","0","97800","10000","","","user_1i9695","Pembeli 8965","6283163832823","Jl. Mawar No. 81, RT 06/RW 03","Bandung","Jawa Barat",""
"240820CMC4E1SD","Selesai","","","SICEPAT3282096215","Hemat","Antar ke counter","2024-08-22 19:44","2024-08-22 03:44","2024-08-20 18:58","2024-08-20 19:44","SPayLater","HIJ-060","Hijab Wanita Casual Import","HIJ-060-Dusty pink-L","Dusty pink, L","181000","156200","5","0","781000","124000","0","0","205","5","1025","0","0","0","0","0","0","0","0","0","10000","0","781000","10000","","","user_6aiwxe","Pembeli 9217","6289844199907","Jl. Mawar No. 24, RT 07/RW 01","Yogyakarta","DI Yogyakarta","2024-08-23 03:44"
"240110UT6KLEQL","Selesai","","","SICEPAT4638236424","Hemat","Antar ke counter","2024-01-12 11:04","2024-01-11 23:04","2024-01-10 09:20","2024-01-10 11:04","COD","CAR-018","Cardigan Wanita Motif Bunga Murah","CAR-018-Putih-XL","Putih, XL","423000","321000","4","0","1284000","408000","0","15000","348","4","1392","0","0","15000","0","0","0","0","0","30000","0","0","1299000","30000","","","user_8gh61x","Pembeli 8140","6289971463034","Jl. Mawar No. 11, RT 09/RW 01","Bekasi","Jawa Barat","2024-01-14 23:04"
"240318BCMMA11K","Dikirim","","","JP2107231390","Hemat","Antar ke counter","2024-03-20 07:16","2024-03-18 19:16","2024-03-18 06:12","2024-03-18 07:16","ShopeePay","TUN-077","Tunik Wanita Polos Import","TUN-077-Beige-XL","Beige, XL","397000","311600","1","0","311600","85400","0","15000","237","1","237","0","0","15000","0","0","0","0","0","0","30000","0","296600","30000","","","user_2plcsv","Pembeli 3419","6281951469093","Jl. Mawar No. 77, RT 01/RW 02","Depok","Jawa Barat",""
"240707ZQNO6I5Z","Dibatalkan","Berubah pikiran","Dibatalkan oleh Pembeli","","Instant","Pick-up","2024-07-09 20:11","","2024-07-07 18:19","","Transfer Bank","ROK-071","Rok Mini Wanita Vintage Bahan Adem","ROK-071-Putih-XL","Putih, XL","139000","127300","3","0","381900","35100","0","15000","279","3","837","0","0","15000","0","0","0","0","0","0","25000","0","366900","25000","","","user_sh6ifa","Pembeli 6419","6288557723339","Jl. Mawar No. 52, RT 03/RW 01","Yogyakarta","DI Yogyakarta",""
"241106WR5T9L1O","Selesai","","","SPX9694369226","Same Day","Antar ke counter","2024-11-08 13:59","2024-11-07 22:59","2024-11-06 12:54","2024-11-06 13:59","COD","CAR-036","Cardigan Wanita Polos Terbaru","CAR-036-Beige-M","Beige, M","73000","62900","3","0","188700","30300","0","15000","337","3","1011","0","0","15000","0","0","0","0","0","15000","0","0","188700","15000","","","user_uaeanl","Pembeli 9680","6287919524512","Jl. Mawar No. 2, RT 02/RW 04","Medan","Sumatera Utara","2024-11-11 22:59"
"240727Q44NGOZN","Selesai","","","SPX3674144093","Kargo","Pick-up","2024-07-29 16:09","2024-07-29 11:09","2024-07-27 16:05","2024-07-27 16:09","SPayLater","KAO-022","Kaos Wanita Casual Murah","KAO-022-Navy-L","Navy, L","101000","79100","2","0","158200","43800","0","0","213","2","426","0","0","0","0","0","0","0","0","30000","0","0","188200","30000","","","user_mrpoqs","Pembeli 4385","6282286045487","Jl. Mawar No. 99, RT 05/RW 05","Bekasi","Jawa Barat","2024-07-30 11:09"
"240918YAZPQV6U","Selesai","","","SICEPAT1902364486","Same Day","Antar ke counter","2024-09-20 10:51","2024-09-20 02:51","2024-09-18 10:19","2024-09-18 10:51","SPayLater","CEL-007","Celana Kulot Wanita Formal Murah","CEL-007-Dusty pink-All Size","Dusty pink, All Size","82000","67900","1","0","67900","14100","0","0","173","1","173","0","0","0","0","0","0","2421","0","0","15000","0","65479","15000","","","user_m28wfy","Pembeli 3039","6283706790013","Jl. Mawar No. 52, RT 03/RW 05","Makassar","Sulawesi Selatan","2024-09-23 02:51"
"240814EM0VYRG5","Diproses","","","SPX6436192619","Instant","Pick-up","2024-08-16 11:27","2024-08-15 02:27","2024-08-14 10:43","2024-08-14 11:27","Kartu Kredit","ROK-029","Rok Mini Wanita Motif Bunga Bahan Adem","ROK-029-Sage green-S","Sage green, S","414000","365300","5","0","1826500","243500","0","0","218","5","1090","0","0","0","0","0","0","0","0","5000","0","0","1831500","5000","","","user_arr5tg","Pembeli 4858","6289379328944","Jl. Mawar No. 60, RT 07/RW 02","Bandung","Jawa Barat",""
"240104C6DR1R3T","Selesai","","","JP0080264743","Hemat","Antar ke counter","2024-01-06 18:34","2024-01-06 15:34","2024-01-04 18:33","2024-01-04 18:34","COD","OUT-078","Outer Wanita Motif Bunga Murah","OUT-078-Lilac-XL","Lilac, XL","288000","196900","4","0","787600","364400","0","0","275","4","1100","0","0","0","0","0","0","0","0","25000","0","0","812600","25000","","","user_pagbpg","Pembeli 7020","6282058805837","Jl. Mawar No. 74, RT 07/RW 05","Bekasi","Jawa Barat","2024-01-07 15:34"
"240106AHDG1YE2","Selesai","","Pengembalian Barang/Dana","SPX0663900648","Kargo","Pick-up","2024-01-08 09:30","2024-01-08 02:30","2024-01-06 09:07","2024-01-06 09:30","ShopeePay","SWE-039","Sweater Wanita Kekinian Bahan Adem","SWE-039-Navy-XL","Navy, XL","246000","158800","1","1","158800","87200","0","0","396","1","396","0","0","0","0","0","0","4225","0","0","5000","0","154575","5000","","","user_9qgd9e","Pembeli 4213","6287609178003","Jl. Mawar No. 10, RT 01/RW 02","Tangerang","Banten","2024-01-11 02:30"
"240804HLOT6HVG","Dibatalkan","Berubah pikiran","Dibatalkan oleh Pembeli","","Hemat","Pick-up","2024-08-06 03:22","","2024-08-04 03:19","","ShopeePay","CRO-041","Crop Top Wanita Motif Bunga Murah","CRO-041-Navy-S","Navy, S","254000","196100","4","0","784400","231600","10000","0","380","4","1520","10000","0","0","0","0","0","4559","0","0","5000","0","769841","5000","","","user_3jpobm","Pembeli 3725","6282067967669","Jl. Mawar No. 85, RT 02/RW 09","Medan","Sumatera Utara",""
"2405259NJ55AB7","Selesai","","","JP6095255156","Instant","Antar ke counter","2024-05-27 17:05","2024-05-26 22:05","2024-05-25 16:48","2024-05-25 17:05","Kartu Kredit","KAO-082","Kaos Wanita Kekinian Elegan","KAO-082-Sage green-XL","Sage green, XL","317000","244300","5","0","1221500","363500","5000","15000","152","5","760","5000","0","15000","0","0","0","3189","0","0","20000","0","1198311","20000","","","user_lyxome","Pembeli 7240","6288003561425","Jl. Mawar No. 68, RT 08/RW 09","Jakarta","DKI Jakarta","2024-05-31 22:05"
"2409090W58D8T8","Selesai","","","JNT8173371805","Same Day","Antar ke counter","2024-09-11 09:00","2024-09-11 05:00","2024-09-09 08:48","2024-09-09 09:00","Transfer Bank","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Sage green-XL","Sage green, XL","34000","23100","5","0","115500","54500","0","15000","320","5","1600","0","0","15000","0","0","0","2000","0","15000","0","0","113500","15000","","","user_p8azqo","Pembeli 6999","6285285938145","Jl. Mawar No. 80, RT 02/RW 08","Tangerang","Banten","2024-09-14 05:00"
"240824I96AZTIK","Selesai","","","SICEPAT7766727462","Instant","Antar ke counter","2024-08-26 14:22","2024-08-25 22:22","2024-08-24 12:40","2024-08-24 14:22","SPayLater","ROK-087","Rok Mini Wanita Slim Fit Bahan Adem","ROK-087-Dusty pink-S","Dusty pink, S","238000","219300","5","0","1096500","93500","0","0","399","5","1995","0","0","0","0","0","0","4459","0","5000","0","0","1097041","5000","","","user_geicky","Pembeli 2565","6284657009816","Jl. Mawar No. 71, RT 03/RW 08","Surabaya","Jawa Timur","2024-08-28 22:22"
"240815YIEIHTTJ","Selesai","","","SPX3742558483","Hemat","Antar ke counter","2024-08-17 09:12","2024-08-16 12:12","2024-08-15 08:48","2024-08-15 09:12","ShopeePay","TUN-075","Tunik Wanita Motif Bunga Terbaru","TUN-075-Hitam-XL","Hitam, XL","98000","83600","4","0","334400","57600","0","0","217","4","868","0","0","0","0","0","0","0","0","10000","0","0","344400","10000","","","user_w3y5a2","Pembeli 4202","6285601308887","Jl. Mawar No. 9, RT 08/RW 04","Bekasi","Jawa Barat","2024-08-18 12:12"
"240902M3AGTSXT","Selesai","","","JNT8663253510","Reguler","Antar ke counter","2024-09-04 07:50","2024-09-03 23:50","2024-09-02 07:14","2024-09-02 07:50","Kartu Kredit","CRO-058","Crop Top Wanita Korean Style Elegan","CRO-058-Putih-M","Putih, M","165000","148600","2","0","297200","32800","5000","15000","387","2","774","5000","0","15000","0","0","0","0","0","10000","0","0","287200","10000","","","user_adyium","Pembeli 4677","6285016225817","Jl. Mawar No. 89, RT 03/RW 07","Yogyakarta","DI Yogyakarta","2024-09-07 23:50"
