"Pesanan (Toko, Live)","Tanggal Pesanan","Kategori","Nama Produk","variasi","Harga","Jumlah","Total","Metode pembayaran(Cash,Tf,Qris)","No Telepon"
"Toko","2024-09-26","Peralatan Minum","[NEW] Teko Air","Merah","20000","2","40000","Cash",""
"Live","2024-09-26","Peralatan Pengaduk & Pencampur","[NEW] Centong","Merah","66000","5","330000","Qris","089379630408"
"Live","2024-09-26","Peralatan Baking","[NEW] Loyang Kue","500ml","131000","1","131000","Tf","081588132459"
"Live","2024-09-27","Peralatan Penyajian","[SCD] Nampan","Merah","44000","5","220000","Qris","082904893696"
"Toko","2024-09-27","Peralatan Pengukuran","[PRV] Gelas Ukur","Stainless","65000","5","325000","Tf",""
"Toko","2024-09-27","Peralatan Pendingin","[SCD] Cetakan Es Batu","Putih","34000","4","136000","Qris",""
"Toko","2024-09-27","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","1.5L","36000","4","144000","Tf",""
"Live","2024-09-27","Peralatan Pemotong Khusus","[NEW] Peeler","Kecil","46000","2","92000","Qris","082230525849"
"Toko","2024-09-27","Peralatan Persiapan Bahan","[NEW] Cobek","Kecil","87000","5","435000","Cash",""
"Live","2024-09-28","Peralatan Pengaduk & Pencampur","[SCD] Whisk","Kecil","31500","5","157500","Tf","085421795740"
"Toko","2024-09-28","Peralatan Penyimpanan Makanan","[PRV] Food Container","500ml","36500","1","36500","Cash",""
"Toko","2024-09-28","Peralatan Memasak Utama","[PRV] Wajan","Hitam","62500","3","187500","Cash",""
"Live","2024-09-28","Peralatan Kebersihan Dapur","[PRV] Lap Dapur","Plastik","24500","1","24500","Tf","086650714040"
"Live","2024-09-28","Peralatan Persiapan Bahan","[NEW] Baskom","Stainless","36000","5","180000","Tf","085443768708"
"Toko","2024-09-28","Peralatan Penyaring & Peniris","[SCD] Saringan Mie","Biru","31000","4","124000","Cash",""
"Toko","2024-09-28","Peralatan Persiapan Bahan","[NEW] Cobek","Hitam","37000","3","111000","Cash",""
"Live","2024-09-28","Peralatan Pemanas","[NEW] Oven","250ml","1423000","2","2846000","Qris","082671934708"
"Toko","2024-09-28","Peralatan Persiapan Bahan","[SCD] Cobek","500ml","16500","3","49500","Qris",""
"Live","2024-09-28","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","1.5L","53000","3","159000","Tf","083190931688"
"Toko","2024-09-29","Peralatan Baking","[NEW] Loyang Kue","Putih","195000","5","975000","Qris",""
"Toko","2024-09-29","Peralatan Persiapan Bahan","[SCD] Cobek","Sedang","15500","2","31000","Tf",""
"Toko","2024-09-29","Peralatan Pengaduk & Pencampur","[NEW] Centong","250ml","50000","2","100000","Qris",""
"Toko","2024-09-29","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Stainless","13000","4","52000","Qris",""
"Toko","2024-09-29","Peralatan Penyaring & Peniris","[PRV] Peniris Gorengan","5L","12000","1","12000","Qris",""
"Toko","2024-09-29","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Plastik","43000","1","43000","Cash",""
"Toko","2024-09-30","Peralatan Penyajian","[NEW] Nampan","Biru","28000","1","28000","Qris",""
"Toko","2024-09-30","Peralatan Pengaduk & Pencampur","[NEW] Spatula","Putih","27000","2","54000","Cash",""
"Toko","2024-09-30","Peralatan Pendingin","[NEW] Cetakan Es Batu","Silver","19000","5","95000","Qris",""
"Live","2024-09-30","Peralatan Kebersihan Dapur","[SCD] Tempat Sabun","Stainless","19000","4","76000","Tf","086100014065"
"Live","2024-09-30","Peralatan Pengaduk & Pencampur","[NEW] Whisk","Silver","32000","1","32000","Qris","084433390136"
"Live","2024-09-30","Peralatan Pengukuran","[PRV] Sendok Takar","Stainless","54500","1","54500","Qris","083991658638"
"Toko","2024-10-01","Peralatan Pemanas","[SCD] Microwave","500ml","644500","1","644500","Cash",""
"Live","2024-10-01","Peralatan Pemotong Khusus","[SCD] Pisau Daging","1L","43500","4","174000","Qris","083672530094"
"Toko","2024-10-01","Peralatan Pemotong Khusus","[SCD] Peeler","Merah","38000","5","190000","Cash",""
"Live","2024-10-01","Peralatan Pengukuran","[NEW] Timbangan Dapur","Kayu","13000","2","26000","Qris","083969665538"
"Live","2024-10-02","Peralatan Pemanas","[SCD] Microwave","1.5L","319500","1","319500","Qris","087567817321"
"Live","2024-10-02","Peralatan Minum","[NEW] Termos","5L","39000","3","117000","Qris","088755945534"
"Toko","2024-10-03","Peralatan Memasak Utama","[PRV] Wajan","Kecil","95000","2","190000","Cash",""
"Live","2024-10-03","Peralatan Minum","[SCD] Teko Air","250ml","14000","4","56000","Tf","082843794057"
"Live","2024-10-03","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Silver","17500","3","52500","Tf","085932998590"
"Live","2024-10-03","Peralatan Memasak Utama","[NEW] Teflon","Stainless","271000","5","1355000","Qris","084508868499"
"Toko","2024-10-04","Peralatan Pendingin","[NEW] Ice Box","Besar","36000","4","144000","Cash",""
"Live","2024-10-04","Peralatan Pengukuran","[NEW] Gelas Ukur","Plastik","48000","5","240000","Qris","082749030304"
"Toko","2024-10-04","Peralatan Pengukuran","[NEW] Timbangan Dapur","Hitam","19000","4","76000","Cash",""
"Live","2024-10-05","Peralatan Pengaduk & Pencampur","[NEW] Centong","Kecil","31000","5","155000","Qris","081830837807"
"Toko","2024-10-05","Peralatan Minum","[SCD] Teko Air","Besar","25500","2","51000","Tf",""
"Live","2024-10-06","Peralatan Persiapan Bahan","[NEW] Baskom","5L","44000","5","220000","Tf","085302000909"
"Toko","2024-10-07","Peralatan Penyimpanan Makanan","[NEW] Food Container","Putih","66000","4","264000","Qris",""
"Toko","2024-10-07","Peralatan Minum","[SCD] Termos","1L","33000","2","66000","Qris",""
"Live","2024-10-08","Peralatan Pendingin","[NEW] Cetakan Es Batu","Biru","71000","2","142000","Qris","084497634356"
"Toko","2024-10-08","Peralatan Elektronik Dapur Kecil","[NEW] Toaster","Sedang","282000","2","564000","Qris",""
"Live","2024-10-08","Peralatan Pemotong Khusus","[PRV] Peeler","1.5L","47500","4","190000","Tf","082451333129"
"Toko","2024-10-08","Peralatan Minum","[NEW] Gelas Kaca","Kecil","15000","1","15000","Tf",""
"Toko","2024-10-09","Peralatan Pengaduk & Pencampur","[NEW] Centong","1L","76000","1","76000","Cash",""
"Toko","2024-10-10","Peralatan Pendingin","[SCD] Cetakan Es Batu","5L","10500","4","42000","Cash",""
"Live","2024-10-10","Peralatan Pengukuran","[SCD] Sendok Takar","Kecil","10500","3","31500","Qris","087826486667"
"Live","2024-10-10","Peralatan Pendingin","[NEW] Cooler Bag","Hitam","79000","1","79000","Tf","087261811561"
"Live","2024-10-10","Peralatan Pengukuran","[NEW] Gelas Ukur","Stainless","27000","2","54000","Tf","088492113421"
"Live","2024-10-10","Peralatan Memasak Utama","[NEW] Presto","Kayu","150000","3","450000","Qris","088574237334"
"Toko","2024-10-10","Peralatan Pendingin","[PRV] Cetakan Es Batu","1L","52000","5","260000","Cash",""
"Live","2024-10-10","Peralatan Pendingin","[SCD] Ice Box","500ml","43000","1","43000","Tf","081695631897"
"Live","2024-10-10","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","2L","24500","3","73500","Qris","085602991393"
"Toko","2024-10-10","Peralatan Persiapan Bahan","[SCD] Talenan","Plastik","32000","3","96000","Qris",""
"Live","2024-10-11","Peralatan Penyajian","[NEW] Piring Saji","Putih","20000","1","20000","Qris","087381653021"
"Toko","2024-10-12","Peralatan Pendingin","[PRV] Ice Box","Stainless","47500","3","142500","Qris",""
"Live","2024-10-12","Peralatan Pemotong Khusus","[SCD] Pisau Daging","500ml","47000","1","47000","Tf","088373597589"
"Live","2024-10-14","Peralatan Baking","[SCD] Kuas Kue","250ml","123000","3","369000","Qris","082877099567"
"Live","2024-10-14","Peralatan Penyajian","[NEW] Piring Saji","500ml","49000","2","98000","Qris","087423163260"
"Toko","2024-10-15","Peralatan Minum","[NEW] Teko Air","Merah","32000","5","160000","Cash",""
"Live","2024-10-15","Peralatan Memasak Utama","[SCD] Teflon","Kayu","139500","1","139500","Qris","087535819825"
"Toko","2024-10-15","Peralatan Memasak Utama","[NEW] Wajan","Silver","125000","4","500000","Cash",""
"Live","2024-10-15","Peralatan Pemanas","[NEW] Kompor Gas","Kayu","1441000","3","4323000","Qris","083261406137"
"Toko","2024-10-15","Peralatan Baking","[PRV] Loyang Kue","Sedang","77500","5","387500","Tf",""
"Toko","2024-10-15","Peralatan Persiapan Bahan","[PRV] Talenan","Kecil","52500","3","157500","Cash",""
"Toko","2024-10-15","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","500ml","91000","1","91000","Cash",""
"Toko","2024-10-16","Peralatan Penyimpanan Makanan","[SCD] Toples Kaca","Biru","49000","1","49000","Qris",""
"Live","2024-10-16","Peralatan Pemanas","[SCD] Kompor Gas","Besar","363500","4","1454000","Tf","086703872873"
"Toko","2024-10-16","Peralatan Pemanas","[NEW] Kompor Gas","Kecil","1256000","5","6280000","Cash",""
"Live","2024-10-16","Peralatan Memasak Utama","[NEW] Teflon","Hitam","160000","3","480000","Tf","082810956263"
"Live","2024-10-17","Peralatan Penyajian","[PRV] Piring Saji","Merah","49500","2","99000","Qris","088770614828"
"Live","2024-10-17","Peralatan Memasak Utama","[NEW] Presto","250ml","119000","4","476000","Qris","084811309876"
"Toko","2024-10-17","Peralatan Memasak Utama","[NEW] Presto","Besar","168000","3","504000","Cash",""
"Toko","2024-10-17","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Kecil","571000","2","1142000","Cash",""
"Toko","2024-10-18","Peralatan Pemotong Khusus","[NEW] Pisau Daging","1L","31000","5","155000","Tf",""
"Live","2024-10-18","Peralatan Penyaring & Peniris","[SCD] Saringan Mie","2L","39000","3","117000","Qris","081561596993"
"Live","2024-10-19","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Besar","37000","5","185000","Qris","087175349493"
"Live","2024-10-19","Peralatan Penyimpanan Makanan","[PRV] Rak Bumbu","Putih","47000","1","47000","Qris","084990815573"
"Toko","2024-10-19","Peralatan Pengukuran","[PRV] Timbangan Dapur","2L","38500","4","154000","Cash",""
"Live","2024-10-20","Peralatan Persiapan Bahan","[NEW] Cobek","Putih","17000","2","34000","Tf","083557905974"
"Live","2024-10-20","Peralatan Khusus / Unik","[NEW] Cetakan Bento","500ml","83000","5","415000","Qris","083267664913"
"Live","2024-10-20","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Kayu","93000","4","372000","Qris","082434738121"
"Live","2024-10-20","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Putih","70000","2","140000","Tf","087908243424"
"Toko","2024-10-20","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Besar","98000","4","392000","Tf",""
"Live","2024-10-21","Peralatan Persiapan Bahan","[SCD] Cobek","1L","31500","1","31500","Qris","086439042240"
"Toko","2024-10-22","Peralatan Baking","[NEW] Rolling Pin","Silver","116000","2","232000","Qris",""
"Toko","2024-10-22","Peralatan Elektronik Dapur Kecil","[NEW] Toaster","Hitam","463000","5","2315000","Qris",""
"Toko","2024-10-22","Peralatan Penyaring & Peniris","[SCD] Saringan Teh","Putih","30500","3","91500","Cash",""
"Live","2024-10-22","Peralatan Khusus / Unik","[NEW] Cetakan Bento","1L","45000","5","225000","Qris","082818051515"
"Live","2024-10-22","Peralatan Penyimpanan Makanan","[NEW] Food Container","Stainless","37000","2","74000","Qris","089329646211"
"Live","2024-10-23","Peralatan Penyajian","[NEW] Piring Saji","Plastik","61000","4","244000","Tf","086286741997"
"Toko","2024-10-23","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Stainless","100000","2","200000","Tf",""
"Toko","2024-10-24","Peralatan Pemotong Khusus","[SCD] Pisau Roti","1.5L","45000","2","90000","Qris",""
"Live","2024-10-24","Peralatan Persiapan Bahan","[NEW] Baskom","Kecil","64000","1","64000","Tf","086917244547"
"Live","2024-10-24","Peralatan Pengukuran","[NEW] Gelas Ukur","Kayu","21000","4","84000","Qris","089436142730"
"Live","2024-10-24","Peralatan Baking","[PRV] Kuas Kue","250ml","114000","4","456000","Qris","081544970591"
"Toko","2024-10-26","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","2L","79000","1","79000","Tf",""
"Toko","2024-10-26","Peralatan Pemanas","[NEW] Oven","Besar","1180000","5","5900000","Tf",""
"Toko","2024-10-26","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Putih","60000","5","300000","Tf",""
"Live","2024-10-26","Peralatan Pengaduk & Pencampur","[SCD] Centong","250ml","42500","4","170000","Qris","086920021775"
"Toko","2024-10-26","Peralatan Penyajian","[NEW] Piring Saji","Putih","69000","5","345000","Tf",""
"Live","2024-10-26","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","Merah","13000","1","13000","Qris","085117083549"
"Live","2024-10-26","Peralatan Penyajian","[NEW] Piring Saji","250ml","88000","4","352000","Tf","086443934610"
"Live","2024-10-26","Peralatan Khusus / Unik","[PRV] Alat Pembuat Sushi","Putih","58000","3","174000","Tf","084235352629"
"Toko","2024-10-26","Peralatan Pendingin","[NEW] Cooler Bag","Kayu","43000","1","43000","Tf",""
"Toko","2024-10-26","Peralatan Pemanas","[NEW] Microwave","Sedang","876000","1","876000","Tf",""
"Live","2024-10-26","Peralatan Penyajian","[NEW] Nampan","2L","71000","5","355000","Tf","087701777135"
"Toko","2024-10-27","Peralatan Pendingin","[NEW] Cooler Bag","2L","89000","3","267000","Tf",""
"Live","2024-10-27","Peralatan Penyajian","[NEW] Mangkuk Saji","5L","58000","5","290000","Tf","089165824606"
"Live","2024-10-27","Peralatan Penyimpanan Makanan","[SCD] Food Container","250ml","7500","3","22500","Tf","082327633218"
"Toko","2024-10-28","Peralatan Pemotong Khusus","[NEW] Peeler","Plastik","89000","5","445000","Qris",""
"Live","2024-10-28","Peralatan Minum","[NEW] Gelas Kaca","Kecil","52000","4","208000","Qris","082848602025"
"Toko","2024-10-28","Peralatan Pemanas","[NEW] Kompor Gas","Hitam","338000","5","1690000","Tf",""
"Live","2024-10-28","Peralatan Pengukuran","[SCD] Sendok Takar","Plastik","35500","1","35500","Tf","087887588847"
"Live","2024-10-28","Peralatan Pemotong Khusus","[PRV] Pisau Roti","Kayu","46000","2","92000","Tf","089560640756"
"Live","2024-10-28","Peralatan Pendingin","[NEW] Cetakan Es Batu","Sedang","84000","1","84000","Tf","085456783044"
"Live","2024-10-28","Peralatan Pengaduk & Pencampur","[NEW] Whisk","2L","77000","2","154000","Tf","089475926885"
"Live","2024-10-28","Peralatan Pendingin","[NEW] Cetakan Es Batu","250ml","98000","2","196000","Qris","089629964604"
"Live","2024-10-28","Peralatan Baking","[NEW] Kuas Kue","Plastik","274000","1","274000","Tf","089506168452"
"Live","2024-10-28","Peralatan Penyajian","[NEW] Nampan","1L","85000","3","255000","Tf","083472140952"
"Live","2024-10-29","Peralatan Pengaduk & Pencampur","[PRV] Sendok Sayur","1L","26500","2","53000","Qris","082939504362"
"Live","2024-10-29","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Kecil","48000","5","240000","Qris","084778339365"
"Toko","2024-10-29","Peralatan Pengaduk & Pencampur","[SCD] Centong","Biru","43500","3","130500","Tf",""
"Live","2024-10-29","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","5L","275000","2","550000","Tf","083169709006"
"Live","2024-10-29","Peralatan Penyajian","[NEW] Piring Kaca","500ml","78000","4","312000","Tf","089366449430"
"Toko","2024-10-29","Peralatan Pemanas","[NEW] Oven","Putih","611000","2","1222000","Qris",""
"Toko","2024-10-29","Peralatan Penyajian","[NEW] Mangkuk Saji","Besar","94000","2","188000","Tf",""
"Live","2024-10-29","Peralatan Persiapan Bahan","[NEW] Baskom","5L","95000","5","475000","Qris","081588455576"
"Live","2024-10-30","Peralatan Persiapan Bahan","[NEW] Baskom","Silver","86000","5","430000","Qris","081590430362"
"Toko","2024-10-30","Peralatan Penyaring & Peniris","[PRV] Saringan Mie","1.5L","24500","5","122500","Cash",""
"Toko","2024-10-30","Peralatan Memasak Utama","[NEW] Panci","1L","258000","3","774000","Cash",""
"Toko","2024-10-30","Peralatan Pendingin","[SCD] Cetakan Es Batu","Kecil","19500","1","19500","Cash",""
"Live","2024-10-30","Peralatan Pengukuran","[NEW] Sendok Takar","Besar","22000","1","22000","Qris","081554241019"
"Live","2024-10-30","Peralatan Minum","[NEW] Teko Air","250ml","10000","4","40000","Qris","088809269113"
"Toko","2024-10-30","Peralatan Penyajian","[SCD] Nampan","2L","48000","4","192000","Qris",""
"Toko","2024-10-30","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Silver","49000","1","49000","Tf",""
"Toko","2024-10-30","Peralatan Minum","[PRV] Termos","Kecil","49500","2","99000","Qris",""
"Live","2024-10-30","Peralatan Memasak Utama","[NEW] Teflon","500ml","238000","3","714000","Qris","084296247161"
"Live","2024-10-30","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Biru","1443000","2","2886000","Qris","085790906745"
"Live","2024-10-31","Peralatan Persiapan Bahan","[NEW] Cobek","Hitam","51000","4","204000","Qris","089329239134"
"Toko","2024-10-31","Peralatan Pengaduk & Pencampur","[NEW] Centong","Kecil","83000","1","83000","Qris",""
"Toko","2024-10-31","Peralatan Penyajian","[PRV] Piring Kaca","Kecil","8500","1","8500","Tf",""
"Live","2024-10-31","Peralatan Khusus / Unik","[PRV] Cetakan Bento","1.5L","47000","1","47000","Tf","085410841861"
"Live","2024-10-31","Peralatan Persiapan Bahan","[NEW] Cobek","1.5L","13000","5","65000","Tf","084885333546"
"Live","2024-10-31","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Hitam","64000","2","128000","Qris","088490973753"
"Toko","2024-10-31","Peralatan Pendingin","[NEW] Cooler Bag","Stainless","19000","2","38000","Cash",""
"Live","2024-10-31","Peralatan Pengaduk & Pencampur","[NEW] Centong","1L","96000","5","480000","Qris","081307531714"
"Live","2024-11-01","Peralatan Penyimpanan Makanan","[NEW] Food Container","Besar","11000","2","22000","Tf","083322932164"
"Toko","2024-11-01","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Biru","22000","5","110000","Tf",""
"Toko","2024-11-01","Peralatan Penyajian","[NEW] Piring Saji","250ml","90000","1","90000","Tf",""
"Live","2024-11-02","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","5L","22000","5","110000","Tf","088240528885"
"Live","2024-11-02","Peralatan Pemotong Khusus","[SCD] Pisau Roti","250ml","16500","1","16500","Qris","084078682713"
"Live","2024-11-02","Peralatan Pemanas","[NEW] Oven","2L","1458000","4","5832000","Tf","087625785762"
"Live","2024-11-02","Peralatan Pemanas","[NEW] Microwave","Hitam","960000","3","2880000","Tf","087000094725"
"Toko","2024-11-03","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","Besar","32000","3","96000","Qris",""
"Live","2024-11-03","Peralatan Baking","[NEW] Loyang Kue","Hitam","127000","2","254000","Tf","087484774418"
"Live","2024-11-04","Peralatan Pemotong Khusus","[SCD] Peeler","Besar","39000","3","117000","Qris","084922762083"
"Toko","2024-11-04","Peralatan Minum","[NEW] Termos","Stainless","66000","5","330000","Cash",""
"Toko","2024-11-04","Peralatan Pengaduk & Pencampur","[PRV] Whisk","Stainless","30000","5","150000","Tf",""
"Toko","2024-11-04","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","500ml","58000","1","58000","Cash",""
"Toko","2024-11-05","Peralatan Pengaduk & Pencampur","[NEW] Whisk","1.5L","72000","1","72000","Cash",""
"Live","2024-11-06","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","1.5L","88000","1","88000","Tf","085885931633"
"Toko","2024-11-07","Peralatan Pemotong Khusus","[NEW] Peeler","Silver","54000","5","270000","Tf",""
"Toko","2024-11-07","Peralatan Memasak Utama","[NEW] Panci","500ml","120000","2","240000","Tf",""
"Toko","2024-11-08","Peralatan Minum","[NEW] Mug Keramik","Hitam","87000","4","348000","Tf",""
"Live","2024-11-08","Peralatan Memasak Utama","[PRV] Panci","Stainless","56000","4","224000","Qris","082050444178"
"Toko","2024-11-08","Peralatan Pengukuran","[NEW] Gelas Ukur","Besar","17000","3","51000","Tf",""
"Live","2024-11-09","Peralatan Baking","[PRV] Loyang Kue","500ml","45000","4","180000","Tf","085341989624"
"Live","2024-11-10","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Merah","96000","4","384000","Qris","086264293816"
"Toko","2024-11-10","Peralatan Memasak Utama","[NEW] Panci","Hitam","173000","2","346000","Qris",""
"Toko","2024-11-11","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","1L","35000","4","140000","Cash",""
"Live","2024-11-11","Peralatan Penyajian","[PRV] Piring Saji","Silver","7500","1","7500","Tf","081097397371"
"Live","2024-11-11","Peralatan Pemanas","[SCD] Kompor Gas","Kecil","570000","1","570000","Tf","087008297625"
"Toko","2024-11-11","Peralatan Pemanas","[NEW] Kompor Gas","Kecil","195000","4","780000","Tf",""
"Toko","2024-11-11","Peralatan Kebersihan Dapur","[SCD] Tempat Sabun","Kayu","8500","4","34000","Qris",""
"Toko","2024-11-11","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","1.5L","44000","1","44000","Tf",""
"Toko","2024-11-11","Peralatan Pengukuran","[PRV] Gelas Ukur","Kecil","56500","2","113000","Tf",""
"Live","2024-11-12","Peralatan Penyajian","[SCD] Piring Saji","500ml","31500","5","157500","Tf","085090037479"
"Live","2024-11-12","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","Plastik","99000","1","99000","Tf","084058560513"
"Live","2024-11-12","Peralatan Persiapan Bahan","[SCD] Mangkuk Adonan","Plastik","12500","1","12500","Tf","089092674318"
"Live","2024-11-12","Peralatan Pengukuran","[NEW] Sendok Takar","2L","39000","1","39000","Tf","081033117896"
"Toko","2024-11-12","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Sedang","81000","3","243000","Cash",""
"Live","2024-11-13","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Sedang","58000","2","116000","Tf","089534473193"
"Live","2024-11-13","Peralatan Minum","[NEW] Teko Air","Besar","44000","1","44000","Qris","089618842831"
"Toko","2024-11-13","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","1.5L","34000","3","102000","Tf",""
"Live","2024-11-14","Peralatan Pemanas","[SCD] Microwave","Kayu","428000","2","856000","Tf","083303497509"
"Toko","2024-11-15","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Stainless","1143000","2","2286000","Qris",""
"Live","2024-11-15","Peralatan Persiapan Bahan","[NEW] Cobek","Stainless","65000","4","260000","Qris","088006288617"
"Toko","2024-11-17","Peralatan Pemanas","[SCD] Oven","Kecil","452000","5","2260000","Tf",""
"Live","2024-11-17","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Silver","93000","5","465000","Qris","088300303959"
"Toko","2024-11-17","Peralatan Penyaring & Peniris","[SCD] Saringan Teh","Merah","50000","4","200000","Tf",""
"Live","2024-11-19","Peralatan Pemanas","[NEW] Kompor Listrik","Besar","314000","3","942000","Tf","089743256011"
"Toko","2024-11-19","Peralatan Pendingin","[NEW] Ice Box","500ml","89000","5","445000","Tf",""
"Toko","2024-11-19","Peralatan Memasak Utama","[PRV] Presto","2L","174500","4","698000","Tf",""
"Live","2024-11-20","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Plastik","40000","2","80000","Qris","084043970140"
"Live","2024-11-20","Peralatan Baking","[NEW] Kuas Kue","Biru","256000","1","256000","Tf","082263628682"
"Toko","2024-11-20","Peralatan Pengukuran","[SCD] Sendok Takar","Putih","15500","1","15500","Tf",""
"Live","2024-11-20","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Putih","43000","3","129000","Qris","082122307438"
"Live","2024-11-21","Peralatan Baking","[SCD] Kuas Kue","5L","85000","5","425000","Tf","082430694262"
"Live","2024-11-21","Peralatan Pemotong Khusus","[NEW] Pisau Roti","500ml","32000","4","128000","Qris","081634530463"
"Toko","2024-11-21","Peralatan Penyajian","[PRV] Mangkuk Saji","Sedang","35000","3","105000","Cash",""
"Toko","2024-11-22","Peralatan Baking","[NEW] Rolling Pin","Putih","188000","5","940000","Cash",""
"Toko","2024-11-22","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","Kayu","88000","5","440000","Qris",""
"Toko","2024-11-23","Peralatan Elektronik Dapur Kecil","[NEW] Toaster","1.5L","826000","4","3304000","Qris",""
"Toko","2024-11-23","Peralatan Minum","[NEW] Termos","500ml","10000","1","10000","Qris",""
"Live","2024-11-24","Peralatan Baking","[NEW] Cetakan Muffin","Biru","258000","5","1290000","Qris","089807363070"
"Live","2024-11-24","Peralatan Khusus / Unik","[NEW] Cetakan Bento","Sedang","15000","4","60000","Tf","086573150015"
"Toko","2024-11-24","Peralatan Penyimpanan Makanan","[NEW] Food Container","Kecil","58000","5","290000","Tf",""
"Toko","2024-11-24","Peralatan Baking","[NEW] Rolling Pin","Kecil","291000","3","873000","Qris",""
"Live","2024-11-24","Peralatan Penyajian","[NEW] Piring Saji","2L","25000","3","75000","Tf","082750941749"
"Toko","2024-11-25","Peralatan Pendingin","[NEW] Cetakan Es Batu","Sedang","55000","2","110000","Tf",""
"Live","2024-11-25","Peralatan Khusus / Unik","[PRV] Cetakan Bento","Biru","24500","3","73500","Qris","084736538711"
"Live","2024-11-25","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Stainless","42000","3","126000","Qris","083445108626"
"Live","2024-11-25","Peralatan Pendingin","[NEW] Cooler Bag","Kayu","90000","3","270000","Tf","088927408448"
"Toko","2024-11-26","Peralatan Baking","[PRV] Kuas Kue","Silver","86000","5","430000","Cash",""
"Live","2024-11-26","Peralatan Penyaring & Peniris","[PRV] Saringan Mie","Besar","8500","5","42500","Tf","088090675384"
"Toko","2024-11-26","Peralatan Pemotong Khusus","[NEW] Pisau Roti","Stainless","90000","1","90000","Cash",""
"Live","2024-11-26","Peralatan Penyaring & Peniris","[SCD] Peniris Gorengan","Plastik","19000","4","76000","Tf","088371647203"
"Toko","2024-11-26","Peralatan Minum","[NEW] Termos","1L","17000","5","85000","Cash",""
"Toko","2024-11-26","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","5L","26000","3","78000","Cash",""
"Live","2024-11-26","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","1.5L","96000","2","192000","Tf","084009186098"
"Toko","2024-11-26","Peralatan Baking","[NEW] Kuas Kue","Hitam","160000","4","640000","Cash",""
"Toko","2024-11-26","Peralatan Persiapan Bahan","[SCD] Baskom","Silver","5500","2","11000","Cash",""
"Toko","2024-11-26","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","Silver","61000","5","305000","Tf",""
"Live","2024-11-27","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","2L","80000","3","240000","Qris","087101581618"
"Live","2024-11-27","Peralatan Penyimpanan Makanan","[SCD] Food Container","Kayu","43000","3","129000","Qris","081036491356"
"Live","2024-11-27","Peralatan Penyajian","[PRV] Mangkuk Saji","Biru","24500","5","122500","Qris","086674722095"
"Toko","2024-11-27","Peralatan Pendingin","[NEW] Ice Box","Putih","27000","2","54000","Qris",""
"Toko","2024-11-27","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Biru","35000","1","35000","Qris",""
"Live","2024-11-27","Peralatan Pengaduk & Pencampur","[SCD] Spatula","500ml","21500","5","107500","Qris","086654844516"
"Live","2024-11-27","Peralatan Pemotong Khusus","[NEW] Pisau Daging","Kecil","85000","5","425000","Qris","083209514743"
